12;19;60;9;008B;SUMATERA UTARA;BATU BARA;SEI SUKA;SIMODONG;1219060009008B;20556;121919842;121919210;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;60;10;007B;SUMATERA UTARA;BATU BARA;SEI SUKA;PEMATANG JERING;1219060010007B;20566;121919842;121919210;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;60;11;007B;SUMATERA UTARA;BATU BARA;SEI SUKA;PEMATANG KUING;1219060011007B;20576;121916890;121919218;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;60;13;005B;SUMATERA UTARA;BATU BARA;SEI SUKA;KWALA INDAH;1219060013005B;20596;121916890;121919218;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;70;4;002B;SUMATERA UTARA;BATU BARA;MEDANG DERAS;SEI RAKYAT;1219070004002B;20638;121918234;121919217;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;10;4;006B;SUMATERA UTARA;BATU BARA;SEI BALAI;SEI BEJANGKAR;1219010004006B;25005;121919101;121919201;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;20;20;013B;SUMATERA UTARA;BATU BARA;TANJUNG TIRAM;SUKA MAJU;1219020020013B;25032;121917113;121919221;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;20;22;004B;SUMATERA UTARA;BATU BARA;TANJUNG TIRAM;BOGAK;1219020022004B;25052;121917113;121919222;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;20;29;016B;SUMATERA UTARA;BATU BARA;TANJUNG TIRAM;SUKA JAYA;1219020029016B;25071;121917113;121919223;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;20;31;009B;SUMATERA UTARA;BATU BARA;TANJUNG TIRAM;BAGAN ARYA;1219020031009B;25078;121917113;121919223;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;30;12;008B;SUMATERA UTARA;BATU BARA;TALAWI;MESJID LAMA;1219030012008B;25111;121959085;121919228;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;30;19;005B;SUMATERA UTARA;BATU BARA;TALAWI;INDRA YAMAN;1219030019005B;25118;121959085;121919227;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;40;3;005B;SUMATERA UTARA;BATU BARA;LIMAPULUH;LIMA PULUH KOTA;1219040003005B;25131;121919105;121919231;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;42;3;002B;SUMATERA UTARA;BATU BARA;DATUK LIMA PULUH;SIMPANG DOLOK;1219042003002B;25147;121954910;121919232;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;40;27;005B;SUMATERA UTARA;BATU BARA;LIMAPULUH;SIMPANG GAMBUS;1219040027005B;25175;121955985;121919237;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;50;8;014B;SUMATERA UTARA;BATU BARA;AIR PUTIH;SIPARE-PARE;1219050008014B;25192;121959112;121919204;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;50;11;004B;SUMATERA UTARA;BATU BARA;AIR PUTIH;TANAH MERAH;1219050011004B;25207;121959112;121919204;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;50;24;006B;SUMATERA UTARA;BATU BARA;AIR PUTIH;TITI PAYUNG;1219050024006B;25215;121919102;121919208;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;60;8;001B;SUMATERA UTARA;BATU BARA;SEI SUKA;PERKEBUNAN SIPARE-PARE;1219060008001B;25233;121919842;121919212;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;60;8;015B;SUMATERA UTARA;BATU BARA;SEI SUKA;PERKEBUNAN SIPARE-PARE;1219060008015B;25245;121919842;121919212;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;70;7;009B;SUMATERA UTARA;BATU BARA;MEDANG DERAS;PAKAM RAYA;1219070007009B;25268;121918234;121919216;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;70;8;005B;SUMATERA UTARA;BATU BARA;MEDANG DERAS;PAKAM;1219070008005B;25275;121919103;121919215;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;70;9;014B;SUMATERA UTARA;BATU BARA;MEDANG DERAS;LALANG;1219070009014B;25290;121919103;121919214;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;70;18;006B;SUMATERA UTARA;BATU BARA;MEDANG DERAS;MANDARSAH;1219070018006B;25303;121919103;121919215;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
12;19;70;21;012B;SUMATERA UTARA;BATU BARA;MEDANG DERAS;PAGURAWAN;1219070021012B;25312;121916890;121919220;;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;Belum;0
